City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,tateyama,34.9833,139.8667,5.99,77,83,4.99,JP,1675177749
281,ahuimanu,21.4447,-157.8378,21.76,94,40,2.57,US,1675177750
282,uchiza,-8.4592,-76.4633,24.8,86,99,0.49,PE,1675177751
283,vostok,46.4856,135.8833,-22.69,97,90,2.11,RU,1675177752
284,soe,-9.8607,124.284,20.26,94,100,1.18,ID,1675177753
285,mahibadhoo,3.7833,72.9667,26.85,71,98,3.44,MV,1675177753
286,axim,4.8699,-2.2405,29.78,63,72,4.64,GH,1675177754
287,eureka,40.8021,-124.1637,4.76,84,24,1.9,US,1675177605
288,djibo,14.1022,-1.6306,31.51,4,54,3.83,BF,1675177755
289,awbari,26.5921,12.7805,16.05,16,0,3.77,LY,1675177755
290,namatanai,-3.6667,152.4333,26.01,83,81,1.85,PG,1675177756
291,bonavista,48.6499,-53.1147,-1.88,76,100,2.81,CA,1675177756
292,kapoeta,4.7717,33.5903,34.09,23,96,5.3,SS,1675177757
293,lima,-12.0432,-77.0282,21.14,88,40,4.12,PE,1675177727
294,olinda,-8.0089,-34.8553,29.85,62,75,3.6,BR,1675177282
295,beringovskiy,63.05,179.3167,-2.54,93,99,6.25,RU,1675177758
296,moree,-29.4667,149.85,24.48,74,22,1.51,AU,1675177759
297,viedma,-40.8135,-62.9967,19.9,54,93,6.95,AR,1675177759
298,skrunda,56.6833,22.0167,1.15,79,65,3.99,LV,1675177760
299,taoudenni,22.6783,-3.9836,22.4,10,20,6.8,ML,1675177761
300,gizo,-8.103,156.8419,27.83,75,100,2.32,SB,1675177761
301,port moresby,-9.4431,147.1797,25.16,89,97,2.84,PG,1675177762
302,moron,-34.6534,-58.6198,30.54,65,0,2.36,AR,1675177763
303,bengkulu,-3.8004,102.2655,25.23,90,100,2.53,ID,1675177763
304,port lincoln,-34.7333,135.8667,17.69,62,99,5.31,AU,1675177763
305,meulaboh,4.1363,96.1285,24.58,89,100,0.4,ID,1675177764
306,buraydah,26.326,43.975,24.96,35,39,5.46,SA,1675177765
307,noumea,-22.2763,166.4572,20.99,84,3,3.18,NC,1675177765
308,hamilton,39.1834,-84.5333,-4.22,81,100,4.12,US,1675177736
309,presidencia roque saenz pena,-26.7852,-60.4388,36.56,34,0,0.88,AR,1675177766
310,sorland,67.667,12.6934,2.92,69,40,4.63,NO,1675177767
311,razdolnoye,43.55,131.9167,-7.77,95,99,1.96,RU,1675177767
312,rauma,61.1272,21.5113,-0.98,84,100,4.62,FI,1675177768
313,shelburne,44.0787,-80.2041,-9.93,87,39,3.35,CA,1675177768
314,abalak,58.1286,68.5944,-7.99,95,97,3.29,RU,1675177769
315,henties bay,-22.116,14.2845,19.89,71,28,5.33,NA,1675177769
316,kidal,18.4411,1.4078,27.99,4,83,1.8,ML,1675177770
317,ngunguru,-35.6167,174.5,20.37,94,91,10.09,NZ,1675177698
318,muroto,33.2833,134.15,8.1,57,0,1.64,JP,1675177771
319,caravelas,-17.7125,-39.2481,29.09,59,34,3.69,BR,1675177772
320,randolph,35.7001,-79.8164,11.11,98,100,2.06,US,1675177772
321,rincon,32.296,-81.2354,17.98,96,100,2.57,US,1675177773
322,kirakira,-10.4544,161.9205,25.8,84,100,1.73,SB,1675177773
323,carutapera,-1.195,-46.02,29.71,63,72,2.75,BR,1675177774
324,pacific grove,36.6177,-121.9166,7.83,60,0,4.63,US,1675177774
325,tierranueva,21.6833,-100.5667,13.65,78,92,1.33,MX,1675177775
326,tevaitoa,-16.7833,-151.5,27.01,78,30,6.47,PF,1675177775
